Focus area: 24-Respiratory Diseases - 03-18-2010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
       Objective                                        ,1998 data,1998 raw value,1998 se,1999  data,1999  raw value,1999  se,2000  data,2000  raw value,2000  se,2001  data,2001  raw value,2001  se,2002  data,2002  raw value,2002  se,2003  data,2003  raw value,2003  se,2004  data,2004  raw value,2004  se,2005  data,2005  raw value,2005  se,2006  data,2006  raw value,2006  se,2007 data,2007 raw value,2007 se,2008 data,2008 raw value,2008 se
                                                        ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"24-1a Deaths from asthma - Children (per million population, aged under 5 years)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
                 Asian or Pacific Islander,---,.,.,DSU,0.0,0.0,DSU,0.0,0.0,DSU,40.6,40.6,DSU,0.0,0.0,DSU,0.0,0.0,DSU,0.0,0.0,DSU,31.7,31.7,DSU,0.0,0.0,---,.,.,---,.,.
                    Asian,---,.,.,DNC,.,.,DNA,.,.,DNA,.,.,DNA,.,.,DNA,.,.,DNA,.,.,DNA,.,.,DNA,.,.,---,.,.,---,.,.
                    Native Hawaiian or Other Pacific Islander,---,.,.,DNC,.,.,DNA,.,.,DNA,.,.,DNA,.,.,DNA,.,.,DNA,.,.,DNA,.,.,DNA,.,.,---,.,.,---,.,.
                 Black or African American,---,.,.,DSU,22.5,8.5,DSU,59.7,13.7,DSU,33.3,10.0,DSU,26.6,8.9,DSU,26.2,8.7,DSU,20.0,7.5,DSU,41.7,10.8,DSU,43.7,10.9,---,.,.,---,.,.
                 White,---,.,.,DSU,7.0,1.9,12.3,12.3,2.6,DSU,10.0,2.3,13.4,13.4,2.6,11.3,11.3,2.4,11.6,11.6,2.4,DSU,7.9,2.0,DSU,7.9,2.0,---,.,.,---,.,.
                 Hispanic or Latino,---,.,.,DSU,0.0,0.0,DSU,0.0,0.0,DSU,0.0,0.0,DSU,0.0,0.0,DSU,0.0,0.0,DSU,0.0,0.0,DSU,0.0,0.0,DSU,0.0,0.0,---,.,.,---,.,.
                 Not Hispanic or Latino,---,.,.,9.2,9.2,2.1,19.1,19.1,3.0,14.3,14.3,2.5,15.4,15.4,2.6,13.5,13.5,2.4,12.9,12.9,2.4,13.5,13.5,2.4,13.4,13.4,2.4,---,.,.,---,.,.
"                    Black or African American, not Hispanic/Latino",---,.,.,DSU,22.6,8.5,DSU,60.1,13.8,DSU,33.5,10.1,DSU,26.8,8.9,DSU,26.3,8.8,DSU,20.1,7.6,DSU,42.0,10.8,DSU,44.1,11.0,---,.,.,---,.,.
"                    White, not Hispanic or Latino",---,.,.,DSU,7.1,2.0,12.4,12.4,2.6,DSU,10.1,2.3,13.7,13.7,2.7,11.5,11.5,2.5,11.9,11.9,2.5,DSU,8.1,2.0,DSU,8.1,2.0,---,.,.,---,.,.
                 Female,---,.,.,DSU,12.5,3.3,21.1,21.1,4.3,23.2,23.2,4.5,20.3,20.3,4.1,20.1,20.1,4.1,DSU,14.0,3.4,16.2,16.2,3.6,16.0,16.0,3.6,---,.,.,---,.,.
                 Male,---,.,.,DSU,5.6,2.3,DSU,16.6,3.9,DSU,4.5,2.0,DSU,9.8,2.9,DSU,6.2,2.3,DSU,11.2,3.1,DSU,10.2,2.9,DSU,10.1,2.9,---,.,.,---,.,.
                 Less than high school,---,.,.,DNA,.,.,DNA,.,.,DNA,.,.,DNA,.,.,DNA,.,.,DNA,.,.,DNA,.,.,DNA,.,.,---,.,.,---,.,.
                 High school graduate,---,.,.,DNA,.,.,DNA,.,.,DNA,.,.,DNA,.,.,DNA,.,.,DNA,.,.,DNA,.,.,DNA,.,.,---,.,.,---,.,.
                 At least some college,---,.,.,DNA,.,.,DNA,.,.,DNA,.,.,DNA,.,.,DNA,.,.,DNA,.,.,DNA,.,.,DNA,.,.,---,.,.,---,.,.
              STATE:Texas,---,.,.,13.7,13.7,1.4,11.6,11.6,1.2,12.9,12.9,1.3,11.6,11.6,1.2,12.0,12.0,1.2,9.3,9.3,1.1,12.2,12.2,1.2,9.4,9.4,1.0,---,.,.,---,.,.
                 American Indian or Alaska Native,---,.,.,DSU,21.1,21.1,DSU,0.0,0.0,DSU,0.0,0.0,DSU,0.0,0.0,DSU,16.8,16.8,DSU,0.0,0.0,DSU,0.0,0.0,DSU,14.8,14.8,---,.,.,---,.,.
                 Asian or Pacific Islander,---,.,.,DSU,13.7,7.9,DSU,4.3,4.3,DSU,11.9,6.9,DSU,0.0,0.0,DSU,7.2,5.1,DSU,0.0,0.0,DSU,9.4,5.4,DSU,2.9,2.9,---,.,.,---,.,.
                    Asian,---,.,.,DNC,.,.,DNA,.,.,DNA,.,.,DNA,.,.,DNA,.,.,DNA,.,.,DNA,.,.,DNA,.,.,---,.,.,---,.,.
                    Native Hawaiian or Other Pacific Islander,---,.,.,DNC,.,.,DNA,.,.,DNA,.,.,DNA,.,.,DNA,.,.,DNA,.,.,DNA,.,.,DNA,.,.,---,.,.,---,.,.
                 Black or African American,---,.,.,46.1,46.1,7.5,37.8,37.8,6.7,37.7,37.7,6.6,35.4,35.4,6.3,34.0,34.0,6.1,26.5,26.5,5.3,40.3,40.3,6.4,20.7,20.7,4.5,---,.,.,---,.,.
                 White,---,.,.,9.4,9.4,1.2,8.4,8.4,1.1,9.7,9.7,1.2,9.0,9.0,1.2,9.2,9.2,1.2,7.5,7.5,1.0,8.6,8.6,1.1,8.1,8.1,1.0,---,.,.,---,.,.
                 Hispanic or Latino,---,.,.,DSU,6.1,1.8,DSU,2.7,1.2,DSU,4.9,1.6,DSU,7.5,1.9,DSU,4.6,1.4,DSU,3.0,1.2,DSU,5.4,1.5,DSU,3.9,1.2,---,.,.,---,.,.
                 Not Hispanic or Latino,---,.,.,16.2,16.2,1.7,14.4,14.4,1.6,15.7,15.7,1.7,13.1,13.1,1.5,14.8,14.8,1.6,11.7,11.7,1.4,14.8,14.8,1.6,11.4,11.4,1.4,---,.,.,---,.,.
"                    Black or African American, not Hispanic/Latino",---,.,.,47.0,47.0,7.6,38.6,38.6,6.8,38.6,38.6,6.7,36.3,36.3,6.4,34.9,34.9,6.3,27.3,27.3,5.5,41.5,41.5,6.6,21.3,21.3,4.7,---,.,.,---,.,.
"                    White, not Hispanic or Latino",---,.,.,10.6,10.6,1.5,10.5,10.5,1.5,11.7,11.7,1.6,9.6,9.6,1.4,11.3,11.3,1.6,9.5,9.5,1.4,10.1,10.1,1.5,9.9,9.9,1.4,---,.,.,---,.,.
                 Female,---,.,.,17.2,17.2,2.1,13.9,13.9,1.9,14.8,14.8,1.9,14.4,14.4,1.9,14.0,14.0,1.9,12.2,12.2,1.7,15.7,15.7,1.9,11.6,11.6,1.6,---,.,.,---,.,.
                 Male,---,.,.,10.1,10.1,1.7,9.1,9.1,1.6,10.9,10.9,1.7,8.8,8.8,1.5,10.0,10.0,1.6,6.3,6.3,1.2,8.6,8.6,1.4,7.1,7.1,1.3,---,.,.,---,.,.
                 Less than high school,---,.,.,DNA,.,.,DNA,.,.,DNA,.,.,DNA,.,.,DNA,.,.,DNA,.,.,DNA,.,.,DNA,.,.,---,.,.,---,.,.
                 High school graduate,---,.,.,DNA,.,.,DNA,.,.,DNA,.,.,DNA,.,.,DNA,.,.,DNA,.,.,DNA,.,.,DNA,.,.,---,.,.,---,.,.
                 At least some college,---,.,.,DNA,.,.,DNA,.,.,DNA,.,.,DNA,.,.,DNA,.,.,DNA,.,.,DNA,.,.,DNA,.,.,---,.,.,---,.,.
              STATE:Utah,---,.,.,DSU,9.0,3.7,DSU,11.8,4.2,DSU,10.0,3.8,DSU,9.8,3.7,DSU,9.8,3.7,DSU,13.7,4.3,DSU,11.7,3.9,DSU,11.2,3.7,---,.,.,---,.,.
                 American Indian or Alaska Native,---,.,.,DSU,0.0,0.0,DSU,0.0,0.0,DSU,0.0,0.0,DSU,0.0,0.0,DSU,0.0,0.0,DSU,0.0,0.0,DSU,0.0,0.0,DSU,0.0,0.0,---,.,.,---,.,.
                 Asian or Pacific Islander,---,.,.,DSU,123.4,87.3,DSU,58.7,58.7,DSU,0.0,0.0,DSU,0.0,0.0,DSU,0.0,0.0,DSU,0.0,0.0,DSU,45.2,45.2,DSU,0.0,0.0,---,.,.,---,.,.
                    Asian,---,.,.,DNC,.,.,DNA,.,.,DNA,.,.,DNA,.,.,DNA,.,.,DNA,.,.,DNA,.,.,DNA,.,.,---,.,.,---,.,.
                    Native Hawaiian or Other Pacific Islander,---,.,.,DNC,.,.,DNA,.,.,DNA,.,.,DNA,.,.,DNA,.,.,DNA,.,.,DNA,.,.,DNA,.,.,---,.,.,---,.,.
                 Black or African American,---,.,.,DSU,0.0,0.0,DSU,0.0,0.0,DSU,341.3,241.3,DSU,0.0,0.0,DSU,0.0,0.0,DSU,141.5,141.5,DSU,0.0,0.0,DSU,0.0,0.0,---,.,.,---,.,.
                 White,---,.,.,DSU,6.3,3.1,DSU,10.8,4.1,DSU,7.5,3.4,DSU,10.3,3.9,DSU,10.4,3.9,DSU,13.0,4.3,DSU,11.0,3.9,DSU,11.8,3.9,---,.,.,---,.,.
                 Hispanic or Latino,---,.,.,DSU,0.0,0.0,DSU,21.7,21.7,DSU,0.0,0.0,DSU,18.3,18.3,DSU,18.0,18.0,DSU,16.4,16.4,DSU,0.0,0.0,DSU,0.0,0.0,---,.,.,---,.,.
                 Not Hispanic or Latino,---,.,.,DSU,9.6,3.9,DSU,11.0,4.2,DSU,10.8,4.1,DSU,9.1,3.7,DSU,9.1,3.7,DSU,13.5,4.5,DSU,12.8,4.3,DSU,12.3,4.1,---,.,.,---,.,.
"                    Black or African American, not Hispanic/Latino",---,.,.,DSU,0.0,0.0,DSU,0.0,0.0,DSU,387.3,273.8,DSU,0.0,0.0,DSU,0.0,0.0,DSU,166.9,166.9,DSU,0.0,0.0,DSU,0.0,0.0,---,.,.,---,.,.
"                    White, not Hispanic or Latino",---,.,.,DSU,6.7,3.3,DSU,9.9,4.1,DSU,8.1,3.6,DSU,9.6,3.9,DSU,9.7,3.9,DSU,12.6,4.5,DSU,12.1,4.3,DSU,13.0,4.3,---,.,.,---,.,.
                 Female,---,.,.,DSU,9.0,5.2,DSU,20.6,7.8,DSU,14.4,6.4,DSU,11.3,5.6,DSU,8.5,4.9,DSU,22.1,7.8,DSU,10.5,5.2,DSU,14.9,6.1,---,.,.,---,.,.
                 Male,---,.,.,DSU,9.0,5.2,DSU,2.9,2.9,DSU,5.7,4.1,DSU,8.4,4.8,DSU,11.2,5.6,DSU,5.5,3.9,DSU,12.9,5.8,DSU,7.4,4.3,---,.,.,---,.,.
                 Less than high school,---,.,.,DNA,.,.,DNA,.,.,DNA,.,.,DNA,.,.,DNA,.,.,DNA,.,.,DNA,.,.,DNA,.,.,---,.,.,---,.,.
                 High school graduate,---,.,.,DNA,.,.,DNA,.,.,DNA,.,.,DNA,.,.,DNA,.,.,DNA,.,.,DNA,.,.,DNA,.,.,---,.,.,---,.,.
                 At least some college,---,.,.,DNA,.,.,DNA,.,.,DNA,.,.,DNA,.,.,DNA,.,.,DNA,.,.,DNA,.,.,DNA,.,.,---,.,.,---,.,.
              STATE:Vermont,---,.,.,DSU,12.1,7.0,DSU,19.8,8.9,DSU,3.8,3.8,DSU,11.4,6.6,DSU,3.7,3.7,DSU,7.3,5.2,DSU,7.3,5.2,DSU,11.0,6.3,---,.,.,---,.,.
                 American Indian or Alaska Native,---,.,.,DSU,0.0,0.0,DSU,0.0,0.0,DSU,0.0,0.0,DSU,0.0,0.0,DSU,0.0,0.0,DSU,0.0,0.0,DSU,0.0,0.0,DSU,0.0,0.0,---,.,.,---,.,.
                 Asian or Pacific Islander,---,.,.,DSU,0.0,0.0,DSU,0.0,0.0,DSU,0.0,0.0,DSU,0.0,0.0,DSU,0.0,0.0,DSU,0.0,0.0,DSU,0.0,0.0,DSU,0.0,0.0,---,.,.,---,.,.
                    Asian,---,.,.,DNC,.,.,DNA,.,.,DNA,.,.,DNA,.,.,DNA,.,.,DNA,.,.,DNA,.,.,DNA,.,.,---,.,.,---,.,.
                    Native Hawaiian or Other Pacific Islander,---,.,.,DNC,.,.,DNA,.,.,DNA,.,.,DNA,.,.,DNA,.,.,DNA,.,.,DNA,.,.,DNA,.,.,---,.,.,---,.,.
                 Black or African American,---,.,.,DSU,0.0,0.0,DSU,0.0,0.0,DSU,0.0,0.0,DSU,0.0,0.0,DSU,0.0,0.0,DSU,0.0,0.0,DSU,0.0,0.0,DSU,0.0,0.0,---,.,.,---,.,.
                 White,---,.,.,DSU,12.2,7.1,DSU,20.1,9.0,DSU,3.9,3.9,DSU,11.6,6.7,DSU,3.8,3.8,DSU,7.4,5.3,DSU,7.5,5.3,DSU,11.2,6.5,---,.,.,---,.,.
                 Hispanic or Latino,---,.,.,DSU,0.0,0.0,DSU,0.0,0.0,DSU,0.0,0.0,DSU,0.0,0.0,DSU,0.0,0.0,DSU,0.0,0.0,DSU,0.0,0.0,DSU,0.0,0.0,---,.,.,---,.,.
                 Not Hispanic or Latino,---,.,.,DSU,12.1,7.0,DSU,19.9,8.9,DSU,3.9,3.9,DSU,11.5,6.6,DSU,3.8,3.8,DSU,7.4,5.2,DSU,7.4,5.2,DSU,11.1,6.4,---,.,.,---,.,.
"                    Black or African American, not Hispanic/Latino",---,.,.,DSU,0.0,0.0,DSU,0.0,0.0,DSU,0.0,0.0,DSU,0.0,0.0,DSU,0.0,0.0,DSU,0.0,0.0,DSU,0.0,0.0,DSU,0.0,0.0,---,.,.,---,.,.
"                    White, not Hispanic or Latino",---,.,.,DSU,12.3,7.1,DSU,20.2,9.0,DSU,3.9,3.9,DSU,11.7,6.7,DSU,3.8,3.8,DSU,7.5,5.3,DSU,7.5,5.3,DSU,11.3,6.5,---,.,.,---,.,.
                 Female,---,.,.,DSU,23.8,13.8,DSU,23.4,13.5,DSU,0.0,0.0,DSU,7.5,7.5,DSU,7.4,7.4,DSU,7.2,7.2,DSU,14.4,10.2,DSU,21.6,12.5,---,.,.,---,.,.
                 Male,---,.,.,DSU,0.0,0.0,DSU,16.1,11.4,DSU,7.8,7.8,DSU,15.4,10.9,DSU,0.0,0.0,DSU,7.4,7.4,DSU,0.0,0.0,DSU,0.0,0.0,---,.,.,---,.,.
                 Less than high school,---,.,.,DNA,.,.,DNA,.,.,DNA,.,.,DNA,.,.,DNA,.,.,DNA,.,.,DNA,.,.,DNA,.,.,---,.,.,---,.,.
                 High school graduate,---,.,.,DNA,.,.,DNA,.,.,DNA,.,.,DNA,.,.,DNA,.,.,DNA,.,.,DNA,.,.,DNA,.,.,---,.,.,---,.,.
                 At least some college,---,.,.,DNA,.,.,DNA,.,.,DNA,.,.,DNA,.,.,DNA,.,.,DNA,.,.,DNA,.,.,DNA,.,.,---,.,.,---,.,.
              STATE:Virginia,---,.,.,19.1,19.1,2.6,20.5,20.5,2.7,14.5,14.5,2.2,16.7,16.7,2.4,16.0,16.0,2.3,13.8,13.8,2.1,15.1,15.1,2.2,10.5,10.5,1.8,---,.,.,---,.,.
                 American Indian or Alaska Native,---,.,.,DSU,0.0,0.0,DSU,97.2,97.2,DSU,0.0,0.0,DSU,0.0,0.0,DSU,0.0,0.0,DSU,0.0,0.0,DSU,0.0,0.0,DSU,0.0,0.0,---,.,.,---,.,.
                 Asian or Pacific Islander,---,.,.,DSU,19.2,13.6,DSU,9.1,9.1,DSU,0.0,0.0,DSU,16.0,11.3,DSU,0.0,0.0,DSU,0.0,0.0,DSU,0.0,0.0,DSU,0.0,0.0,---,.,.,---,.,.
                    Asian,---,.,.,DNC,.,.,DNA,.,.,DNA,.,.,DNA,.,.,DNA,.,.,DNA,.,.,DNA,.,.,DNA,.,.,---,.,.,---,.,.
                    Native Hawaiian or Other Pacific Islander,---,.,.,DNC,.,.,DNA,.,.,DNA,.,.,DNA,.,.,DNA,.,.,DNA,.,.,DNA,.,.,DNA,.,.,---,.,.,---,.,.
                 Black or African American,---,.,.,49.7,49.7,9.9,44.6,44.6,9.3,45.1,45.1,9.2,44.3,44.3,9.0,52.6,52.6,9.8,40.7,40.7,8.5,DSU,32.8,7.5,DSU,30.5,7.2,---,.,.,---,.,.
                 White,---,.,.,12.0,12.0,2.4,15.0,15.0,2.6,DSU,8.0,1.9,10.2,10.2,2.1,DSU,8.2,1.9,DSU,8.2,1.9,11.8,11.8,2.2,DSU,6.3,1.6,---,.,.,---,.,.
                 Hispanic or Latino,---,.,.,DSU,0.0,0.0,DSU,0.0,0.0,DSU,9.6,9.6,DSU,0.0,0.0,DSU,0.0,0.0,DSU,7.8,7.8,DSU,0.0,0.0,DSU,6.7,6.7,---,.,.,---,.,.
                 Not Hispanic or Latino,---,.,.,19.7,19.7,2.7,20.8,20.8,2.8,14.7,14.7,2.3,17.3,17.3,2.5,16.6,16.6,2.4,14.1,14.1,2.2,15.8,15.8,2.3,10.3,10.3,1.9,---,.,.,---,.,.
"                    Black or African American, not Hispanic/Latino",---,.,.,50.2,50.2,10.0,43.2,43.2,9.2,43.8,43.8,9.1,44.9,44.9,9.2,53.3,53.3,9.9,41.4,41.4,8.6,DSU,33.3,7.6,DSU,29.3,7.1,---,.,.,---,.,.
"                    White, not Hispanic or Latino",---,.,.,12.5,12.5,2.4,15.6,15.6,2.7,DSU,8.4,2.0,10.6,10.6,2.2,DSU,8.6,2.0,DSU,8.1,1.9,12.5,12.5,2.4,DSU,6.2,1.7,---,.,.,---,.,.
                 Female,---,.,.,28.2,28.2,4.5,27.0,27.0,4.3,17.6,17.6,3.4,16.6,16.6,3.3,17.6,17.6,3.4,14.1,14.1,3.0,18.2,18.2,3.4,DSU,9.3,2.4,---,.,.,---,.,.
                 Male,---,.,.,DSU,9.6,2.6,DSU,13.7,3.1,DSU,11.3,2.8,16.7,16.7,3.4,14.3,14.3,3.1,13.5,13.5,3.0,DSU,11.9,2.8,DSU,11.7,2.7,---,.,.,---,.,.
                 Less than high school,---,.,.,DNA,.,.,DNA,.,.,DNA,.,.,DNA,.,.,DNA,.,.,DNA,.,.,DNA,.,.,DNA,.,.,---,.,.,---,.,.
                 High school graduate,---,.,.,DNA,.,.,DNA,.,.,DNA,.,.,DNA,.,.,DNA,.,.,DNA,.,.,DNA,.,.,DNA,.,.,---,.,.,---,.,.
                 At least some college,---,.,.,DNA,.,.,DNA,.,.,DNA,.,.,DNA,.,.,DNA,.,.,DNA,.,.,DNA,.,.,DNA,.,.,---,.,.,---,.,.
              STATE:Washington,---,.,.,9.6,9.6,2.1,9.5,9.5,2.0,10.1,10.1,2.1,12.3,12.3,2.3,8.9,8.9,1.9,10.3,10.3,2.0,14.0,14.0,2.3,9.9,9.9,1.9,---,.,.,---,.,.
                 American Indian or Alaska Native,---,.,.,DSU,53.6,37.9,DSU,0.0,0.0,DSU,25.2,25.2,DSU,49.5,35.0,DSU,49.1,34.7,DSU,24.2,24.2,DSU,118.7,53.1,DSU,0.0,0.0,---,.,.,---,.,.
                 Asian or Pacific Islander,---,.,.,DSU,7.4,7.4,DSU,7.1,7.1,DSU,20.4,11.8,DSU,6.5,6.5,DSU,12.3,8.7,DSU,11.7,8.2,DSU,0.0,0.0,DSU,5.2,5.2,---,.,.,---,.,.
                    Asian,---,.,.,DNC,.,.,DNA,.,.,DNA,.,.,DNA,.,.,DNA,.,.,DNA,.,.,DNA,.,.,DNA,.,.,---,.,.,---,.,.
                    Native Hawaiian or Other Pacific Islander,---,.,.,DNC,.,.,DNA,.,.,DNA,.,.,DNA,.,.,DNA,.,.,DNA,.,.,DNA,.,.,DNA,.,.,---,.,.,---,.,.
                 Black or African American,---,.,.,DSU,42.8,24.7,DSU,27.5,19.4,DSU,40.2,23.2,DSU,38.4,22.2,DSU,0.0,0.0,DSU,35.2,20.3,DSU,79.1,29.9,DSU,22.1,15.6,---,.,.,---,.,.
                 White,---,.,.,DSU,7.8,2.0,DSU,9.2,2.1,DSU,8.0,1.9,11.1,11.1,2.3,DSU,8.2,1.9,9.0,9.0,2.0,10.6,10.6,2.2,10.0,10.0,2.1,---,.,.,---,.,.
                 Hispanic or Latino,---,.,.,DSU,0.0,0.0,DSU,19.4,13.7,DSU,0.0,0.0,DSU,8.1,8.1,DSU,7.8,7.8,DSU,7.3,7.3,DSU,0.0,0.0,DSU,0.0,0.0,---,.,.,---,.,.
                 Not Hispanic or Latino,---,.,.,10.0,10.0,2.1,9.0,9.0,2.0,10.6,10.6,2.2,12.6,12.6,2.3,9.0,9.0,2.0,10.5,10.5,2.1,14.8,14.8,2.5,10.5,10.5,2.1,---,.,.,---,.,.
"                    Black or African American, not Hispanic/Latino",---,.,.,DSU,44.2,25.5,DSU,28.4,20.1,DSU,41.7,24.1,DSU,40.0,23.1,DSU,0.0,0.0,DSU,36.8,21.3,DSU,83.0,31.4,DSU,23.2,16.4,---,.,.,---,.,.
"                    White, not Hispanic or Latino",---,.,.,DSU,8.2,2.0,DSU,8.6,2.1,DSU,8.4,2.0,11.3,11.3,2.3,DSU,8.2,2.0,DSU,9.1,2.1,11.3,11.3,2.3,10.7,10.7,2.2,---,.,.,---,.,.
                 Female,---,.,.,DSU,11.4,3.1,DSU,12.1,3.2,DSU,15.9,3.7,18.9,18.9,3.9,DSU,9.7,2.8,DSU,12.7,3.2,16.3,16.3,3.6,DSU,14.4,3.3,---,.,.,---,.,.
                 Male,---,.,.,DSU,7.9,2.6,DSU,6.9,2.4,DSU,4.2,1.9,DSU,5.8,2.2,DSU,8.1,2.6,DSU,8.0,2.5,DSU,11.7,3.0,DSU,5.3,2.0,---,.,.,---,.,.
                 Less than high school,---,.,.,DNA,.,.,DNA,.,.,DNA,.,.,DNA,.,.,DNA,.,.,DNA,.,.,DNA,.,.,DNA,.,.,---,.,.,---,.,.
                 High school graduate,---,.,.,DNA,.,.,DNA,.,.,DNA,.,.,DNA,.,.,DNA,.,.,DNA,.,.,DNA,.,.,DNA,.,.,---,.,.,---,.,.
                 At least some college,---,.,.,DNA,.,.,DNA,.,.,DNA,.,.,DNA,.,.,DNA,.,.,DNA,.,.,DNA,.,.,DNA,.,.,---,.,.,---,.,.
              STATE:West Virginia,---,.,.,DSU,5.5,2.8,DSU,12.4,4.1,DSU,17.8,4.9,DSU,10.8,3.8,DSU,13.5,4.3,DSU,2.7,1.9,DSU,11.9,4.0,DSU,13.3,4.2,---,.,.,---,.,.
                 American Indian or Alaska Native,---,.,.,DSU,0.0,0.0,DSU,0.0,0.0,DSU,0.0,0.0,DSU,0.0,0.0,DSU,0.0,0.0,DSU,0.0,0.0,DSU,0.0,0.0,DSU,0.0,0.0,---,.,.,---,.,.
                 Asian or Pacific Islander,---,.,.,DSU,0.0,0.0,DSU,0.0,0.0,DSU,0.0,0.0,DSU,0.0,0.0,DSU,0.0,0.0,DSU,0.0,0.0,DSU,0.0,0.0,DSU,0.0,0.0,---,.,.,---,.,.
                    Asian,---,.,.,DNC,.,.,DNA,.,.,DNA,.,.,DNA,.,.,DNA,.,.,DNA,.,.,DNA,.,.,DNA,.,.,---,.,.,---,.,.
                    Native Hawaiian or Other Pacific Islander,---,.,.,DNC,.,.,DNA,.,.,DNA,.,.,DNA,.,.,DNA,.,.,DNA,.,.,DNA,.,.,DNA,.,.,---,.,.,---,.,.
                 Black or African American,---,.,.,DSU,49.0,49.0,DSU,0.0,0.0,DSU,47.7,47.7,DSU,0.0,0.0,DSU,45.8,45.8,DSU,0.0,0.0,DSU,0.0,0.0,DSU,43.5,43.5,---,.,.,---,.,.
                 White,---,.,.,DSU,4.3,2.5,DSU,12.8,4.3,DSU,17.0,4.9,DSU,11.2,4.0,DSU,12.6,4.2,DSU,2.8,2.0,DSU,12.3,4.1,DSU,12.4,4.1,---,.,.,---,.,.
                 Hispanic or Latino,---,.,.,DSU,0.0,0.0,DSU,0.0,0.0,DSU,0.0,0.0,DSU,0.0,0.0,DSU,0.0,0.0,DSU,0.0,0.0,DSU,0.0,0.0,DSU,0.0,0.0,---,.,.,---,.,.
                 Not Hispanic or Latino,---,.,.,DSU,5.6,2.8,DSU,12.4,4.1,DSU,17.9,5.0,DSU,10.9,3.8,DSU,13.5,4.3,DSU,2.7,1.9,DSU,11.9,4.0,DSU,13.4,4.2,---,.,.,---,.,.
"                    Black or African American, not Hispanic/Latino",---,.,.,DSU,49.2,49.2,DSU,0.0,0.0,DSU,48.1,48.1,DSU,0.0,0.0,DSU,46.1,46.1,DSU,0.0,0.0,DSU,0.0,0.0,DSU,44.0,44.0,---,.,.,---,.,.
"                    White, not Hispanic or Latino",---,.,.,DSU,4.3,2.5,DSU,12.9,4.3,DSU,17.1,4.9,DSU,11.3,4.0,DSU,12.7,4.2,DSU,2.8,2.0,DSU,12.4,4.1,DSU,12.5,4.2,---,.,.,---,.,.
                 Female,---,.,.,DSU,8.2,4.7,DSU,13.5,6.1,DSU,18.8,7.1,DSU,16.0,6.5,DSU,26.5,8.4,DSU,5.2,3.7,DSU,20.8,7.3,DSU,15.7,6.4,---,.,.,---,.,.
                 Male,---,.,.,DSU,2.8,2.8,DSU,11.2,5.6,DSU,16.7,6.8,DSU,5.5,3.9,DSU,0.0,0.0,DSU,0.0,0.0,DSU,2.7,2.7,DSU,10.8,5.4,---,.,.,---,.,.
                 Less than high school,---,.,.,DNA,.,.,DNA,.,.,DNA,.,.,DNA,.,.,DNA,.,.,DNA,.,.,DNA,.,.,DNA,.,.,---,.,.,---,.,.
                 High school graduate,---,.,.,DNA,.,.,DNA,.,.,DNA,.,.,DNA,.,.,DNA,.,.,DNA,.,.,DNA,.,.,DNA,.,.,---,.,.,---,.,.
                 At least some college,---,.,.,DNA,.,.,DNA,.,.,DNA,.,.,DNA,.,.,DNA,.,.,DNA,.,.,DNA,.,.,DNA,.,.,---,.,.,---,.,.
              STATE:Wisconsin,---,.,.,12.3,12.3,2.5,11.6,11.6,2.4,9.5,9.5,2.1,DSU,8.8,2.0,DSU,8.7,2.0,DSU,8.6,2.0,10.7,10.7,2.2,DSU,6.6,1.7,---,.,.,---,.,.
                 American Indian or Alaska Native,---,.,.,DSU,0.0,0.0,DSU,0.0,0.0,DSU,0.0,0.0,DSU,0.0,0.0,DSU,0.0,0.0,DSU,0.0,0.0,DSU,0.0,0.0,DSU,0.0,0.0,---,.,.,---,.,.
                 Asian or Pacific Islander,---,.,.,DSU,0.0,0.0,DSU,0.0,0.0,DSU,37.5,37.5,DSU,34.3,34.3,DSU,0.0,0.0,DSU,0.0,0.0,DSU,0.0,0.0,DSU,0.0,0.0,---,.,.,---,.,.
                    Asian,---,.,.,DNC,.,.,DNA,.,.,DNA,.,.,DNA,.,.,DNA,.,.,DNA,.,.,DNA,.,.,DNA,.,.,---,.,.,---,.,.
                    Native Hawaiian or Other Pacific Islander,---,.,.,DNC,.,.,DNA,.,.,DNA,.,.,DNA,.,.,DNA,.,.,DNA,.,.,DNA,.,.,DNA,.,.,---,.,.,---,.,.
                 Black or African American,---,.,.,DSU,65.8,26.9,DSU,74.7,28.2,DSU,20.7,14.6,DSU,30.1,17.4,DSU,9.7,9.7,DSU,38.4,19.2,DSU,56.1,22.9,DSU,27.7,16.0,---,.,.,---,.,.
                 White,---,.,.,DSU,10.0,2.3,DSU,8.8,2.1,DSU,8.6,2.1,DSU,7.5,1.9,DSU,8.9,2.1,DSU,7.3,1.9,DSU,8.6,2.0,DSU,5.7,1.7,---,.,.,---,.,.
                 Hispanic or Latino,---,.,.,DSU,0.0,0.0,DSU,0.0,0.0,DSU,0.0,0.0,DSU,0.0,0.0,DSU,0.0,0.0,DSU,16.3,16.3,DSU,15.2,15.2,DSU,0.0,0.0,---,.,.,---,.,.
